model,object_id,target_band,n_train_target_band,n_train_other_bands,n_heldout_target_band,heldout_indices,rmse,nrmse,crps,ncrps,object_flux_scale,nlpd,coverage_1sigma,coverage_2sigma,coverage_3sigma,z_score_mean,z_score_std,pit,notes,shuffle_repeat
mogp_shuffled_wavelength_control_seed1,30652072,r,18,27,5,[ 2  4  6  9 15],2.9555972223446125,0.46540554865093864,1.8750455943857722,0.29525559741471663,6.350584411621091,2.7620202411280386,1.0,1.0,1.0,-0.050549232927247875,0.43927351987595104,[0.43031921 0.73711248 0.26808428 0.59244319 0.37188298],,1.0
mogp_shuffled_wavelength_control_seed2,30652072,r,18,27,5,[ 2  4  6  9 15],3.1947725907669984,0.5030674948467427,2.0636620017523013,0.32495623520505534,6.350584411621091,2.87321164665257,1.0,1.0,1.0,-0.015293767349200182,0.4995530709024108,[0.39818828 0.81632236 0.382361   0.53956616 0.30155865],,2.0
mogp_shuffled_wavelength_control_seed3,30652072,r,18,27,5,[ 2  4  6  9 15],2.9505302701558884,0.46460767685516313,1.87713284654201,0.2955842682930091,6.350584411621091,2.7640139031116115,1.0,1.0,1.0,-0.0545910645839829,0.4383787026684007,[0.42357697 0.73530836 0.26855387 0.59289494 0.37184994],,3.0
mogp_shuffled_wavelength_control_seed4,30652072,r,18,27,5,[ 2  4  6  9 15],2.965890520242964,0.46702639127441686,1.8834033629007052,0.29657166031117055,6.350584411621091,2.767793464293871,1.0,1.0,1.0,-0.050573955534103966,0.4386836423357444,[0.43347091 0.73649599 0.26618964 0.59072888 0.37336746],,4.0
same_total_train_budget_existing,30652072,r,2,16,5,[ 2  4  6  9 15],3.847019587508064,0.6057741048947098,2.2579552302376786,0.35555077830408655,6.350584411621091,2.841038338676164,0.8,1.0,1.0,0.1510069123436039,0.6516452959923849,[0.40933533 0.88510173 0.26916648 0.42946786 0.71785172],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,107732897,r,18,0,5,[ 1  3  4 14 22],84.20201346402453,14.01270966815075,247.00359051834067,41.105781899183455,6.008974385261536,7.820909310526821,1.0,1.0,1.0,-0.028084160930391962,0.048581568625558964,[0.50069786 0.49613252 0.49886843 0.49813738 0.45027356],,
mogp_target_only,107732897,r,18,0,5,[ 1  3  4 14 22],84.20199681125168,14.012706896833752,247.00364171252863,41.10579041880506,6.008974385261536,7.820909747686498,1.0,1.0,1.0,-0.028084152004561786,0.048581562032333256,[0.50069786 0.49613252 0.49886843 0.49813737 0.45027357],,
mogp_real_wavelength,107732897,r,18,27,5,[ 1  3  4 14 22],45.64585480464049,7.596280476182092,146.8707559656844,24.441900821864124,6.008974385261536,7.273942202454782,1.0,1.0,1.0,-0.04584569301373766,0.07525004721196447,[0.50005979 0.49122249 0.49577075 0.49949568 0.4224972 ],,
mogp_independent_band_control,107732897,r,18,27,5,[ 1  3  4 14 22],53.30163592284517,8.870338348184731,275.54532210808816,45.855632665689136,6.008974385261536,7.958088050055319,1.0,1.0,1.0,0.01461461176541234,0.03395227635873327,[0.50054841 0.49701958 0.49901023 0.49975487 0.53278189],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,107732897,r,18,27,5,[ 1  3  4 14 22],62.99022227056274,10.482691093685057,154.06981547400704,25.639952110946012,6.008974385261536,7.213245397806294,1.0,1.0,1.0,-0.06483935634027027,0.10635712781025768,[0.49732825 0.48705821 0.49605175 0.50048582 0.39113021],,0.0
mogp_shuffled_wavelength_control_seed1,107732897,r,18,27,5,[ 1  3  4 14 22],64.3844133643847,10.714709239284337,152.62046815134227,25.398754989816716,6.008974385261536,7.1999563597073575,1.0,1.0,1.0,-0.06780620496016834,0.11153898357885816,[0.4974205  0.48660547 0.49586523 0.50042358 0.38603016],,1.0
mogp_shuffled_wavelength_control_seed2,107732897,r,18,27,5,[ 1  3  4 14 22],64.35147917551961,10.709228405658909,151.30305423691468,25.179513929701887,6.008974385261536,7.1873124165050895,1.0,1.0,1.0,-0.06844128178183002,0.11228358022740034,[0.49768397 0.48608186 0.49566982 0.50041808 0.38525806],,2.0
mogp_shuffled_wavelength_control_seed3,107732897,r,18,27,5,[ 1  3  4 14 22],63.4510523744221,10.559381402931448,152.5276346350755,25.38330584486871,6.008974385261536,7.199553802779464,1.0,1.0,1.0,-0.06647012243734242,0.10860602449593063,[0.49674125 0.48692489 0.49599729 0.50046433 0.38876774],,3.0
mogp_shuffled_wavelength_control_seed4,107732897,r,18,27,5,[ 1  3  4 14 22],63.71970393242282,10.60408979088192,152.48045493580872,25.375454305447523,6.008974385261536,7.198086078584259,1.0,1.0,1.0,-0.06683703839608804,0.10948686075359355,[0.49705588 0.48679545 0.49594426 0.50043979 0.38796139],,4.0
same_total_train_budget_existing,107732897,r,5,13,5,[ 1  3  4 14 22],87.00530571582111,14.47922725868539,360.3973986359864,59.97652436661209,6.008974385261536,8.199136959497421,1.0,1.0,1.0,0.02026101534120285,0.04550407283484623,[0.49649815 0.49856434 0.49919881 0.50193    0.54413322],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,121186562,r,20,0,6,[11 14 20 22 23 25],35.84790831328518,0.7804822632719074,17.681854352615943,0.38497012387357393,45.93045864105223,4.698037574061426,0.8333333333333334,1.0,1.0,0.14153893248063185,0.7781925697289108,[0.22314438 0.47173585 0.4204208  0.36806108 0.72061631 0.94896439],,
mogp_target_only,121186562,r,20,0,6,[11 14 20 22 23 25],35.84790545789086,0.7804822011041345,17.681852476929716,0.3849700830360495,45.93045864105223,4.698037464926025,0.8333333333333334,1.0,1.0,0.14153903150910316,0.7781925612999209,[0.2231445  0.47173583 0.42042082 0.36806108 0.72061633 0.94896441],,
mogp_real_wavelength,121186562,r,20,26,6,[11 14 20 22 23 25],36.38130493029893,0.7920953982763335,17.92285565839263,0.3902172150829198,45.93045864105223,4.684315933718762,0.8333333333333334,1.0,1.0,0.23828036036147773,0.7104240465553554,[0.28451886 0.5055458  0.8040053  0.29887355 0.60014469 0.91971484],,
mogp_independent_band_control,121186562,r,20,26,6,[11 14 20 22 23 25],35.8951329205743,0.7815104395341602,17.80673460151203,0.38768902223842655,45.93045864105223,4.723264200078447,0.8333333333333334,1.0,1.0,0.13078509107879657,0.7238939174479014,[0.2380511  0.47414958 0.42779838 0.37386083 0.70916722 0.93509007],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,121186562,r,20,26,6,[11 14 20 22 23 25],37.526701824790315,0.817033030696743,18.119101933125446,0.39448989775448823,45.93045864105223,4.625490830058615,0.8333333333333334,1.0,1.0,0.17611065501142806,0.7800194154251562,[0.24719902 0.53503719 0.74169197 0.2255722  0.59261109 0.93608652],,0.0
mogp_shuffled_wavelength_control_seed1,121186562,r,20,26,6,[11 14 20 22 23 25],36.30887216632042,0.7905183888990795,17.633291137275496,0.38391280337695166,45.93045864105223,4.642962088903572,0.8333333333333334,1.0,1.0,0.21286938003091496,0.7103674788244567,[0.27416272 0.51526318 0.74471854 0.29254193 0.60474072 0.92807379],,1.0
mogp_shuffled_wavelength_control_seed2,121186562,r,20,26,6,[11 14 20 22 23 25],36.40797574023159,0.7926760763431713,17.847619612112183,0.38857917251799745,45.93045864105223,4.666897128426979,0.8333333333333334,1.0,1.0,0.24072333611205857,0.7247737474216325,[0.2757393  0.51573476 0.79527392 0.29484913 0.60453739 0.92643454],,2.0
mogp_shuffled_wavelength_control_seed3,121186562,r,20,26,6,[11 14 20 22 23 25],36.49220141722115,0.7945098415499982,17.634748635291896,0.3839445360889585,45.93045864105223,4.62392538591531,0.8333333333333334,1.0,1.0,0.20844537437730368,0.737059498303,[0.26778418 0.51313904 0.75317652 0.27325802 0.60282289 0.9325517 ],,3.0
mogp_shuffled_wavelength_control_seed4,121186562,r,20,26,6,[11 14 20 22 23 25],36.31393247804203,0.7906285622322299,17.875896459539916,0.389194817305016,45.93045864105223,4.683417493319683,0.8333333333333334,1.0,1.0,0.236580803143933,0.6956007699891562,[0.28803797 0.50611972 0.79895296 0.30569789 0.60051205 0.91602059],,4.0
same_total_train_budget_existing,121186562,r,5,15,6,[11 14 20 22 23 25],41.74655843459993,0.9089079375594833,23.164138254498976,0.5043306542076433,45.93045864105223,5.030985910207172,0.5,1.0,1.0,-0.3157906993900146,1.0478091790126451,[0.16668254 0.67930867 0.08839969 0.08146735 0.44265108 0.93280899],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,10905347,r,19,0,5,[ 0 11 13 17 18],3.1290511770171214,0.3933456016754513,1.9936827027178576,0.2506211237484674,7.954966735839837,2.7218745521228582,0.4,1.0,1.0,-0.582171292498866,0.7365409516186685,[0.6755165  0.56313632 0.14993441 0.09861996 0.1153009 ],,
mogp_target_only,10905347,r,19,0,5,[ 0 11 13 17 18],3.1290506027083724,0.39334552948046064,1.9936824708466676,0.2506210946004901,7.954966735839837,2.721874489038657,0.4,1.0,1.0,-0.5821712644219015,0.7365407932931316,[0.67551634 0.56313637 0.14993453 0.09861996 0.11530089],,
mogp_real_wavelength,10905347,r,19,27,5,[ 0 11 13 17 18],3.234068254197459,0.4065470493580921,2.0274814450287764,0.2548698834772346,7.954966735839837,2.722062314674573,0.4,1.0,1.0,-0.5450116435598912,0.7675187471176557,[0.72065069 0.56879963 0.14071694 0.10614109 0.12328224],,
mogp_independent_band_control,10905347,r,19,27,5,[ 0 11 13 17 18],3.0841911747767945,0.3877063571971284,1.9861937140970014,0.24967970075204987,7.954966735839837,2.726135612225213,0.4,1.0,1.0,-0.593453328357874,0.7135519902427799,[0.65004061 0.56192104 0.15066049 0.1010735  0.11517165],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,10905347,r,19,27,5,[ 0 11 13 17 18],3.579118939260465,0.44992255255264796,2.74269856981312,0.34477813181245975,7.954966735839837,3.0796184041823733,0.6,1.0,1.0,-0.4989067981369466,0.6037544137489633,[0.59282161 0.56072877 0.10945159 0.27747036 0.14404121],,0.0
mogp_shuffled_wavelength_control_seed1,10905347,r,19,27,5,[ 0 11 13 17 18],3.7322673720666932,0.46917447878839724,2.7618536667932236,0.3471860736199099,7.954966735839837,3.0739982279500095,0.6,1.0,1.0,-0.4631146290785118,0.6692904283541323,[0.59503529 0.63962586 0.10032604 0.29483556 0.136859  ],,1.0
mogp_shuffled_wavelength_control_seed2,10905347,r,19,27,5,[ 0 11 13 17 18],3.5001637387725286,0.43999728157291945,2.437054522153992,0.306356343537457,7.954966735839837,2.9479587281415514,0.6,1.0,1.0,-0.5597550807688462,0.6766152740641806,[0.61806998 0.57506143 0.09571941 0.2061642  0.12255097],,2.0
mogp_shuffled_wavelength_control_seed3,10905347,r,19,27,5,[ 0 11 13 17 18],3.622502812951424,0.4553762364122547,2.737212054689161,0.3440884350096761,7.954966735839837,3.073301312519431,0.6,1.0,1.0,-0.5087630691676184,0.6119789453405357,[0.59508931 0.5669158  0.10643481 0.25306204 0.14861294],,3.0
mogp_shuffled_wavelength_control_seed4,10905347,r,19,27,5,[ 0 11 13 17 18],3.721852418523719,0.4678652396817079,2.7591036213099764,0.34684037192503575,7.954966735839837,3.0830051768148152,0.6,1.0,1.0,-0.5004747756399721,0.6602003491275081,[0.59796871 0.60564223 0.09343182 0.27063993 0.13837424],,4.0
same_total_train_budget_existing,10905347,r,4,15,5,[ 0 11 13 17 18],5.976107180189185,0.7512422589103717,2.850529254930602,0.3583332714752905,7.954966735839837,2.8791768663966146,1.0,1.0,1.0,0.20726563572089626,0.680226576769075,[0.81622048 0.80311276 0.54752835 0.16419886 0.55583119],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,16775731,r,17,0,5,[ 6  7  9 19 20],3.142467427263827,0.5119448535020507,5.772410569313131,0.9403934811295017,6.138292837142935,3.9370876112352406,1.0,1.0,1.0,-0.12937336610233613,0.2223390688853186,[0.48555555 0.54001567 0.29480377 0.49882858 0.43298324],,
mogp_target_only,16775731,r,17,0,5,[ 6  7  9 19 20],3.1424685163923747,0.5119450309338833,5.772409261048247,0.940393267997786,6.138292837142935,3.937087403715357,1.0,1.0,1.0,-0.12937348038056382,0.2223392419053792,[0.48555555 0.54001568 0.29480361 0.49882857 0.43298319],,
mogp_real_wavelength,16775731,r,17,25,5,[ 6  7  9 19 20],5.760131474384961,0.9383930723425719,4.966685902650707,0.8091314693553213,6.138292837142935,3.763668514000475,0.8,1.0,1.0,-0.23894413188198343,0.5932836305385594,[0.53156493 0.6384249  0.08701474 0.49492804 0.39893943],,
mogp_independent_band_control,16775731,r,17,25,5,[ 6  7  9 19 20],4.514830391759785,0.7355188993982911,5.118037257695582,0.8337883827774124,6.138292837142935,3.8113192724743272,0.8,1.0,1.0,-0.2464822427832068,0.4708775411714751,[0.480991   0.57578354 0.12500262 0.49952064 0.41125233],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,16775731,r,17,25,5,[ 6  7  9 19 20],2.7329178224323414,0.4452244125427513,4.803600392435404,0.7825629242333829,6.138292837142935,3.7684138148688193,1.0,1.0,1.0,-0.09881784689880282,0.18747841967065162,[0.51157624 0.54253721 0.33935231 0.4942465  0.42023801],,0.0
mogp_shuffled_wavelength_control_seed1,16775731,r,17,25,5,[ 6  7  9 19 20],3.3317852468820965,0.5427869499352321,9.253504554952652,1.5075045783022125,6.138292837142935,4.383500622080736,1.0,1.0,1.0,0.04643888028466202,0.11234923768110079,[0.50697737 0.53650377 0.59272057 0.49552997 0.46006516],,1.0
mogp_shuffled_wavelength_control_seed2,16775731,r,17,25,5,[ 6  7  9 19 20],6.2755461241896,1.0223601725574483,12.513041011660217,2.0385213517256053,6.138292837142935,4.712302962474078,0.8,1.0,1.0,0.22896763477631138,0.4729315707953368,[0.50584917 0.51915718 0.87922423 0.4962272  0.46830839],,2.0
mogp_shuffled_wavelength_control_seed3,16775731,r,17,25,5,[ 6  7  9 19 20],4.249331851045773,0.6922660687240236,10.308567075657306,1.6793866550777696,6.138292837142935,4.48971073414521,1.0,1.0,1.0,0.11582389273755218,0.23676450094303855,[0.5065822  0.5358098  0.71732279 0.49576342 0.46352776],,3.0
mogp_shuffled_wavelength_control_seed4,16775731,r,17,25,5,[ 6  7  9 19 20],2.7614118154070195,0.4498664186722504,4.888637870603374,0.7964165282278693,6.138292837142935,3.7845146485761547,1.0,1.0,1.0,-0.09933144939042231,0.18913646157874042,[0.51129434 0.54270443 0.33711158 0.49424689 0.42174136],,4.0
same_total_train_budget_existing,16775731,r,5,12,5,[ 6  7  9 19 20],22.289315056899337,3.631191220142877,13.482131292531083,2.1963975408521454,6.138292837142935,5.505912445784074,0.4,0.6,0.6,-0.243838168417804,2.243483157238581,[0.09485006 0.00130785 0.99991475 0.5329864  0.22964622],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,31971611,r,18,0,5,[11 12 13 18 19],3.9234460585579036,0.7885433941231479,2.8778604006765045,0.5783991354264114,4.975561380386345,3.145517108847912,0.6,1.0,1.0,0.5048127354640178,0.7427184975388854,[0.91938183 0.64018744 0.45317873 0.90623231 0.33138475],,
mogp_target_only,31971611,r,18,0,5,[11 12 13 18 19],3.9234519238761947,0.7885445729485794,2.877868320274549,0.5784007271258076,4.975561380386345,3.1455197639755683,0.6,1.0,1.0,0.504813337655088,0.7427173129138057,[0.91938167 0.64018728 0.45317961 0.90623231 0.33138557],,
mogp_real_wavelength,31971611,r,18,24,5,[11 12 13 18 19],3.6230143119777347,0.7281619168159901,2.3843785288000867,0.47921799099882534,4.975561380386345,2.9327822115377744,0.6,1.0,1.0,0.365227838423841,0.8115975780791519,[0.92630225 0.62736824 0.33204207 0.86312885 0.27167725],,
mogp_independent_band_control,31971611,r,18,24,5,[11 12 13 18 19],3.918575724973753,0.7875645430525231,2.853059937899273,0.5734146802300601,4.975561380386345,3.1367585710517547,0.6,1.0,1.0,0.5060655444288197,0.7452527531851784,[0.92027464 0.64327477 0.45247612 0.90606381 0.32949392],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,31971611,r,18,24,5,[11 12 13 18 19],4.756239039321838,0.9559200813140251,3.4551682554991503,0.6944278225808685,4.975561380386345,3.377591968780967,1.0,1.0,1.0,0.34821785352141943,0.3712925940005603,[0.77804664 0.60016021 0.44958639 0.78552375 0.52290091],,0.0
mogp_shuffled_wavelength_control_seed1,31971611,r,18,24,5,[11 12 13 18 19],3.6105843897792758,0.7256637218891909,2.5571968350548837,0.5139514196599703,4.975561380386345,3.0315588979660886,0.8,1.0,1.0,0.3258712295699733,0.6598550973501881,[0.89119195 0.60801519 0.38975715 0.81370144 0.31229609],,1.0
mogp_shuffled_wavelength_control_seed2,31971611,r,18,24,5,[11 12 13 18 19],4.569723346939721,0.9184337198519071,3.300007293963443,0.6632432084894111,4.975561380386345,3.3220332542049205,1.0,1.0,1.0,0.3573336239773288,0.39494742671827154,[0.78671623 0.60782181 0.44995194 0.79783371 0.50391637],,2.0
mogp_shuffled_wavelength_control_seed3,31971611,r,18,24,5,[11 12 13 18 19],4.735680111579852,0.9517880997806389,3.426658394215152,0.688697843769556,4.975561380386345,3.368612280726091,1.0,1.0,1.0,0.35284027921722494,0.3669758328742304,[0.7733108  0.60292824 0.45049427 0.78894588 0.52993901],,3.0
mogp_shuffled_wavelength_control_seed4,31971611,r,18,24,5,[11 12 13 18 19],4.427997693012824,0.8899493654058784,3.1836279462908506,0.6398530141424256,4.975561380386345,3.278867240682994,1.0,1.0,1.0,0.3643256646945775,0.4243601094434975,[0.80143869 0.60823    0.44401133 0.80693586 0.48974627],,4.0
same_total_train_budget_existing,31971611,r,5,13,5,[11 12 13 18 19],3.571808686344817,0.7178704900365375,4.681684358369265,0.9409359066143684,4.975561380386345,3.8415336832917313,1.0,1.0,1.0,0.05095060279325727,0.195960485415181,[0.61363108 0.59562566 0.47955366 0.50800485 0.40327628],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,50875482,r,17,0,5,[ 4  5  6 13 20],6.358201838297734,1.2351379203382953,3.8550099483719578,0.7488703711536084,5.147766685485835,3.6188049637653967,0.4,0.8,0.8,-0.5935365610131417,1.6158441288201075,[0.25954157 0.00132563 0.05809163 0.93955249 0.75883712],,
mogp_target_only,50875482,r,17,0,5,[ 4  5  6 13 20],6.358201833758715,1.23513791945655,3.8550099726318536,0.7488703758663114,5.147766685485835,3.6188050380018426,0.4,0.8,0.8,-0.5935366532643348,1.615844165761804,[0.25954156 0.00132563 0.0580916  0.93955247 0.75883715],,
mogp_real_wavelength,50875482,r,17,25,5,[ 4  5  6 13 20],5.887313257442796,1.1436635762926315,3.534108813675329,0.6865324381619264,5.147766685485835,3.501995263287104,0.4,0.8,1.0,-0.5171022270179466,1.6029219922504214,[0.30987369 0.0015689  0.07009881 0.94021806 0.78320176],,
mogp_independent_band_control,50875482,r,17,25,5,[ 4  5  6 13 20],6.361360278953631,1.2357514758564199,3.869967312970945,0.7517759738183833,5.147766685485835,3.6416465951874755,0.4,0.8,0.8,-0.6092594185605563,1.630479730066554,[0.26069254 0.00124568 0.05046814 0.93895838 0.76224623],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,50875482,r,17,25,5,[ 4  5  6 13 20],3.996171846462088,0.7762923400800823,2.399991102937232,0.4662198676766032,5.147766685485835,2.8366953603297356,0.6,1.0,1.0,0.512964130371933,0.8821319714943756,[0.7787635  0.13510367 0.69995191 0.94275802 0.78720604],,0.0
mogp_shuffled_wavelength_control_seed1,50875482,r,17,25,5,[ 4  5  6 13 20],5.624706270637305,1.0926498060792469,3.3081832634909203,0.6426443670841506,5.147766685485835,3.328403676179451,0.4,0.8,1.0,-0.41836568293933585,1.495531360097332,[0.37082647 0.0030058  0.10818806 0.94086092 0.7451051 ],,1.0
mogp_shuffled_wavelength_control_seed2,50875482,r,17,25,5,[ 4  5  6 13 20],3.895772010928583,0.7567887685960477,2.342417554410729,0.45503568780908277,5.147766685485835,2.82952752947594,0.8,1.0,1.0,0.5420906888277404,0.7605687616768319,[0.75948992 0.19630424 0.72413723 0.9278083  0.7898354 ],,2.0
mogp_shuffled_wavelength_control_seed3,50875482,r,17,25,5,[ 4  5  6 13 20],5.909360115402264,1.1479463768363372,3.5495996174429116,0.6895416661852669,5.147766685485835,3.509241492290748,0.4,0.8,1.0,-0.5434891032679436,1.5992391946271318,[0.31254459 0.001579   0.06081586 0.9389504  0.76579501],,3.0
mogp_shuffled_wavelength_control_seed4,50875482,r,17,25,5,[ 4  5  6 13 20],5.758302751625732,1.118602124657535,3.4540109879887275,0.6709727147749986,5.147766685485835,3.438573501599353,0.4,0.8,1.0,-0.4895307008100924,1.5675720951319199,[0.35580913 0.00223661 0.06199294 0.93373898 0.78778608],,4.0
same_total_train_budget_existing,50875482,r,2,15,5,[ 4  5  6 13 20],4.924257260700461,0.9565812830220995,2.646260461009877,0.5140599064971276,5.147766685485835,2.9243459679590504,0.8,1.0,1.0,0.1519573416942884,0.7096042061264534,[0.5541695  0.12669786 0.81598435 0.75269446 0.57242984],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,52437992,r,20,0,5,[ 2  6  8 19 22],12.185234671141952,0.49077441657483983,6.2205187210961075,0.25053858448609656,24.828585720062254,3.864010269131833,0.4,0.8,1.0,0.9434343083796669,1.1659410209086971,[0.44695206 0.86737002 0.32865046 0.99757135 0.91368267],,
mogp_target_only,52437992,r,20,0,5,[ 2  6  8 19 22],12.185264910877986,0.4907756345151758,6.220528873368046,0.2505389933805883,24.828585720062254,3.864011332801965,0.4,0.8,1.0,0.9434344330019162,1.165941379829011,[0.44695219 0.86737023 0.32865027 0.99757136 0.91368247],,
mogp_real_wavelength,52437992,r,20,27,5,[ 2  6  8 19 22],4.475396048650125,0.18025175090959242,2.596699593481921,0.10458507877811617,24.828585720062254,2.9037040646297982,0.8,1.0,1.0,0.18665849463678708,0.8579160212318538,[0.78804383 0.260942   0.1908854  0.59523261 0.92038948],,
mogp_independent_band_control,52437992,r,20,27,5,[ 2  6  8 19 22],9.356959931716272,0.3768623810157484,5.268605794102663,0.21219919062266476,24.828585720062254,3.658603723835978,0.6,0.8,1.0,0.7773801166192487,0.9772974187425213,[0.51942889 0.72777921 0.32537828 0.98950145 0.91570443],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,52437992,r,20,27,5,[ 2  6  8 19 22],3.83008220789373,0.1542609897751408,2.2469651222392724,0.09049911853914644,24.828585720062254,2.8268532285194343,0.8,1.0,1.0,0.24793322321968975,0.7216361095700843,[0.75513174 0.26357503 0.39034591 0.52484027 0.91885524],,0.0
mogp_shuffled_wavelength_control_seed1,52437992,r,20,27,5,[ 2  6  8 19 22],4.552469976981344,0.1833559924962947,2.715548471481051,0.10937185476846574,24.828585720062254,2.9890492762972682,0.8,1.0,1.0,0.22447012483688317,0.8450905385715939,[0.62949564 0.27100565 0.20397205 0.7941481  0.92046779],,1.0
mogp_shuffled_wavelength_control_seed2,52437992,r,20,27,5,[ 2  6  8 19 22],4.73353934262066,0.19064877057398466,2.776239824745544,0.11181626920063585,24.828585720062254,2.958074812117272,0.6,1.0,1.0,0.2595395477458326,0.9130982400022674,[0.7201594  0.2108167  0.20116841 0.84828105 0.90763636],,2.0
mogp_shuffled_wavelength_control_seed3,52437992,r,20,27,5,[ 2  6  8 19 22],4.543740822300164,0.1830044156976965,2.625266926380748,0.10573566114397939,24.828585720062254,2.904309951996743,0.8,1.0,1.0,0.11702694548480885,0.886333074698149,[0.79701278 0.25259934 0.17164393 0.48691998 0.9193855 ],,3.0
mogp_shuffled_wavelength_control_seed4,52437992,r,20,27,5,[ 2  6  8 19 22],4.57970095628182,0.18445275167571393,2.6278538296372824,0.10583985166395911,24.828585720062254,2.9017853652632106,0.8,1.0,1.0,0.13151541946280637,0.8752242144639543,[0.75944449 0.23833389 0.17192841 0.58153434 0.92006137],,4.0
same_total_train_budget_existing,52437992,r,9,11,5,[ 2  6  8 19 22],3.1432698161403785,0.12659882651312357,2.814575340872076,0.11336027644127201,24.828585720062254,3.1514305037054546,0.8,1.0,1.0,0.26682296139434464,0.49245674815182144,[0.56946305 0.56511422 0.39506975 0.52505623 0.88462718],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,100164081,r,17,0,5,[ 4  5 13 16 17],3.898006324568235,0.9239774463768363,3.5128646709123137,0.8326840589353043,4.218724536895748,3.5159206680822512,1.0,1.0,1.0,0.2528106190541939,0.25749390184766874,[0.71614679 0.71328843 0.51776996 0.52941422 0.50448736],,
mogp_target_only,100164081,r,17,0,5,[ 4  5 13 16 17],3.8980061967106745,0.9239774160696761,3.5128648058958047,0.8326840909315842,4.218724536895748,3.515920796459395,1.0,1.0,1.0,0.25281043836793865,0.2574937417746917,[0.71614666 0.71328829 0.51777    0.52941417 0.50448731],,
mogp_real_wavelength,100164081,r,17,25,5,[ 4  5 13 16 17],1.2920274847208015,0.30626021524304364,1.260862382012093,0.29887288705032866,4.218724536895748,2.4407036526333483,1.0,1.0,1.0,0.02757213244728479,0.22686132501106407,[0.40578384 0.40566051 0.59152347 0.61494252 0.5363716 ],,
mogp_independent_band_control,100164081,r,17,25,5,[ 4  5 13 16 17],3.162856622130414,0.7497186873589357,2.780399374776418,0.6590616074739762,4.218724536895748,3.283029430641988,1.0,1.0,1.0,0.27691882378405663,0.21243302734079936,[0.70043771 0.70708046 0.53808379 0.55842457 0.52849022],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,100164081,r,17,25,5,[ 4  5 13 16 17],1.4606259054586064,0.3462245265564019,1.3196349142033186,0.3128042380255388,4.218724536895748,2.4640612322785325,1.0,1.0,1.0,0.17147984489993676,0.26255613567896974,[0.44122697 0.45999817 0.58779377 0.70602197 0.63383321],,0.0
mogp_shuffled_wavelength_control_seed1,100164081,r,17,25,5,[ 4  5 13 16 17],1.2807059059597554,0.30357656556124274,1.2477306743688303,0.2957601671918936,4.218724536895748,2.4398056753058803,1.0,1.0,1.0,-0.003990472121529971,0.18108535339850193,[0.42114782 0.42734158 0.60090179 0.56076624 0.48147891],,1.0
mogp_shuffled_wavelength_control_seed2,100164081,r,17,25,5,[ 4  5 13 16 17],1.3015602353021947,0.30851984383410774,1.2636073037321103,0.29952353908887985,4.218724536895748,2.451220644345727,1.0,1.0,1.0,0.04944336354544856,0.20412599804551576,[0.4215839  0.42980242 0.59765677 0.61190238 0.53600334],,2.0
mogp_shuffled_wavelength_control_seed3,100164081,r,17,25,5,[ 4  5 13 16 17],1.313332378521202,0.31131029462463733,1.2720855177757038,0.3015332019548588,4.218724536895748,2.4465644000788975,1.0,1.0,1.0,0.0985678114404501,0.22953471925091587,[0.42981067 0.43578251 0.58881316 0.65673128 0.58055544],,3.0
mogp_shuffled_wavelength_control_seed4,100164081,r,17,25,5,[ 4  5 13 16 17],1.367688744821019,0.32419484440370727,1.2460836812607794,0.2953697664691996,4.218724536895748,2.427069054497146,1.0,1.0,1.0,0.006681969123471151,0.20058370016385288,[0.4125881  0.41966404 0.60756809 0.57616976 0.49679443],,4.0
same_total_train_budget_existing,100164081,r,5,12,5,[ 4  5 13 16 17],0.906375468725693,0.21484585229464367,0.9372484543134094,0.22216393749260108,4.218724536895748,2.202006043784424,1.0,1.0,1.0,0.26222088488501893,0.12450447419703066,[0.54785056 0.66288811 0.56696548 0.65630043 0.57905351],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
