object_id,class,auxiliary_band,target_band,effective_aux_support_object,delta_nlpd_object,delta_sharp_object,delta_std_error_object,delta_squared_error_object,rmse_mogp_object,rmse_model_d_object,delta_rmse_object,n_test_points
21846282,SNIa,z,i,2.6,-6.9627316134912576e-06,-6.001181348218503e-06,-9.615502653409491e-07,-0.0009077338865955298,4.399066113161287,4.398962938475085,-0.00010317468620169024,5
114421739,AGN,z,i,2.2,0.20769738381025427,-0.02144194522523142,0.229139329035486,25.82017185578769,8.597416108521523,9.986778038929927,1.3893619304084037,5
30652072,SNII,z,i,3.2,0.021550816884508616,0.03396575288759288,-0.012414936003084399,0.36126259602272554,4.436443436065921,4.476973638233212,0.04053020216729131,5
107732897,TDE,z,i,3.8,0.16030233128714116,0.1604918378934878,-0.0001895066063465959,251799.23656545364,670.6450724474481,837.5942035159368,166.94913106848867,5
121186562,AGN,z,i,3.8,-0.17031233446495825,0.0001886401238738983,-0.17050097458883223,-230.85877853709385,19.79390083401784,12.68620241403385,-7.10769841998399,5
10905347,SNII,z,i,3.4,0.006979858077315626,0.05158740967907739,-0.0446075516017619,-4.030331623806745,7.629606640581912,7.360744926038728,-0.26886171454318397,5
16775731,SNIa,z,i,2.6,0.09973606107648854,0.23521375948445017,-0.13547769840796123,-15.355111035455417,5.573888531055061,3.9639780929227815,-1.60991043813228,5
31971611,SNII,z,i,2.6,0.2750327224744569,0.5804197899064288,-0.30538706743197197,-63.30162065697398,9.954481658792199,5.982481461589021,-3.9720001972031778,5
50875482,SNIbc,z,i,2.2,0.08606768372129228,0.01411409860679358,0.07195358511449881,9.12597340191818,6.904203946787246,7.536179770994769,0.6319758242075233,5
52437992,AGN,z,i,3.6,0.08273615504935475,-0.03327155551175017,0.11600771056110484,13.72723540594166,7.175991893994864,8.076019754100509,0.9000278601056451,5
100164081,SLSN-I,z,i,3.6,0.038363025739829214,0.040611687860656207,-0.0022486621208270053,1.9139465888274039,5.033105204249802,5.219779170221078,0.18667396597127617,5
6777396,AGN,z,i,3.8,0.21534173637896464,0.020080309992215963,0.19526142638674854,23.739334911615828,6.889714132689878,8.438453397501373,1.5487392648114948,5
56002762,SNII,z,i,2.4,-0.2679854576225448,-0.16792661812338394,-0.10005883949916053,-2283.722130421321,52.83990860897604,22.546259365660177,-30.293649243315862,5
93866109,SNIbc,z,i,1.6,0.12220870066630427,0.1290497567186372,-0.0068410560523331455,3.033928970698411,10.370396318297985,10.51565731513094,0.14526099683295435,5
31725628,SNII,z,i,4.4,0.03438490726002552,0.007165837072248453,0.027219070187777132,1.8044838464514985,3.5311393479204223,3.778019182175147,0.2468798342547247,5
41660164,SNIbc,z,i,1.75,0.32095771362398273,0.18194009888219748,0.13901761474178514,224.45399402123513,6.004639618158565,16.14031260432073,10.135672986162165,4
43441391,TDE,z,i,2.4,-0.0008889626703215469,0.0456591203969734,-0.046548083067295076,0.5168440236044383,7.746923547910174,7.780210053769088,0.03328650585891424,5
46741316,SNIa,z,i,2.8,0.00668465122407298,-0.0014441373796273273,0.008128788603700346,-0.03994466494008808,16.183403728594392,16.182169557192964,-0.0012341714014283411,5
56383332,SNIax,z,i,2.4,-3.872915839409075e-06,3.9636999788960545e-06,-7.8366158181499e-06,-0.000366208230842302,4.394302729225078,4.3942610605019965,-4.166872308175584e-05,5
26794348,SNII,z,i,3.0,-0.020705590995873456,0.0063129372143558415,-0.027018528210229358,-8.333733731229533,8.201237236731325,7.6763636236123505,-0.5248736131189746,5
97960909,SNIa,z,i,4.0,0.0016980096169489183,0.0025734282399510686,-0.0008754186230020543,-0.860645299058573,4.236957597854764,4.1341461496856455,-0.10281144816911869,6
114809828,SNII,z,i,2.2,0.0055580120562576775,0.016656126773653922,-0.011098114717396112,-1.738972024076118,4.631130708229817,4.439414332165121,-0.19171637606469538,5
9858227,M-dwarf,z,i,2.6,-4.3058828875786047e-07,-5.680947028350647e-06,5.250358739812881e-06,1.0357897472697615,28.832497759725666,28.85045436057906,0.017956600853395344,5
19370388,SNII,z,i,3.5,1.3294960845566806e-06,-5.027808754396942e-07,1.8322769596789236e-06,0.0049442597912579,5.980536783733648,5.980950131992613,0.0004133482589656623,6
39985847,SNIa,z,i,2.0,-0.5564757324275234,0.22842638933813034,-0.784902121765654,-733.676131313102,45.57121520013438,36.647776515142866,-8.923438684991517,5
76782555,TDE,z,i,2.8333333333333335,0.05311158982851505,0.1721387736067326,-0.11902718377821758,-2.7717890876009346,5.966457270694192,5.729469720263705,-0.23698755043048703,6
