object_id,obj_type,band,n_test,rmse,mae,sigma_rms,sigma_mean,sigma_median,sigma_q90,z_mean,z_std,z_error,mean_abs_z,rmse_sigma_ratio,mae_sigma_ratio
15406344,SNII,r,5,0.09734735952609003,0.08907624579709408,0.27774552249671525,0.26451645752529457,0.2122006536147005,0.3701767594257541,0.12202302442698824,0.37359633121661673,-0.6264036687833833,0.34648844156987757,0.3504911929849069,0.4197736636515393
61099873,TDE,r,5,0.3106520168317989,0.20283190119372985,0.4227401426825831,0.416756790762816,0.4133124150487192,0.49633502394836554,0.49426234069038955,0.5260844492624926,-0.47391555073750735,0.49426234069038955,0.7348533660903213,0.49074717770048365
106619084,SNIa,r,4,0.15988849164125365,0.11924003817811023,0.3809558347740826,0.3768773227917591,0.40358886637400027,0.4153458206081125,-0.3151340476765701,0.42701999806155094,-0.572980001938449,0.36928796129687097,0.41970348540814967,0.295449275519935
38941537,SNIa-91bg,r,5,0.6781270990602304,0.6318151318827223,0.597606584145843,0.5913669923471332,0.6131790629400956,0.6703788402579668,-1.0332470481701186,0.3369863132389495,-0.6630136867610505,1.0332470481701186,1.1347383329610987,1.030392539584228
60299807,TDE,r,5,0.06516187358953264,0.050498593057764475,0.15270846011813455,0.15136683203193063,0.14576801216985413,0.17402561288464424,-0.009597031107283915,0.4546819327976693,-0.5453180672023308,0.35475488687987217,0.4267076856064407,0.3464312389670355
105699563,SNIa,r,5,0.08486741658192763,0.08225121941024045,0.2047196059517832,0.18611934065390873,0.19873409477841716,0.27545414404483604,-0.4895553729908647,0.4563581126618356,-0.5436418873381643,0.5823966554779494,0.4145544154765329,0.4138757343169938
7779381,SNIbc,r,5,0.10922478788565286,0.09296115425677147,0.40041585439445687,0.35109815873904576,0.2605322601437894,0.5829653945301841,-0.2999044238741875,0.13341431762109288,-0.8665856823789071,0.2999044238741875,0.27277837949456807,0.35681245080922275
14569980,SNIa-91bg,r,6,0.016922759076372244,0.01128758530060644,0.1735008144827105,0.14007887489156443,0.11793835269347902,0.2645284422768108,0.009166547463879812,0.27350065949141195,-0.726499340508588,0.1717792787958626,0.09753705840993969,0.09570750347804838
26677569,SNII,r,5,0.2055478915925937,0.17201197906725213,0.4781388653642579,0.44839212985832805,0.41134936732994676,0.6398175792334428,0.29292970768450066,0.42171054635400274,-0.5782894536459973,0.40392623537847283,0.4298916203684933,0.41816517230541866
76485976,SNIax,r,5,0.24411022331017806,0.21083490886149353,0.6242024927008393,0.572494764438292,0.4756180507793476,0.8309255080002504,0.03626390656673192,0.4817472263857585,-0.5182527736142415,0.4009335927914612,0.3910753740407962,0.443286179984169
84724459,SNIbc,r,6,0.10655006566983631,0.09216861612144887,0.1910782691670447,0.1891630873971436,0.18595655576225967,0.21727343377741995,-0.427385565157313,0.4193627701332862,-0.5806372298667137,0.5020775831054068,0.5576252398261362,0.4956459628090978
78480403,SNIa,r,5,0.28009177475423713,0.21907710906179637,0.4499924348165784,0.44443726000298334,0.4003492269827402,0.5322357388771984,0.28516569833521516,0.6078184913724609,-0.3921815086275391,0.514679462232676,0.6224366302255847,0.547215017031221
92798777,AGN,r,5,0.5467183499109023,0.4137582564646333,0.5519676019492001,0.5052386105739829,0.6366112045391287,0.6397257259727782,0.8429971387206031,0.8796388809397256,-0.12036111906027436,0.999253614257389,0.9904899272715267,0.6499386965144156
107165985,SNIa,r,6,1.483352391303346,1.0247002352472416,0.979359304556012,0.9489817181047163,1.014870824288265,1.1928684995753596,-0.9337619777949288,1.1217638369895093,0.12176383698950932,1.0212562001014043,1.5146151003035775,1.0096853813546864
4532322,SNIa,r,5,0.14912973472425323,0.12514802957770338,0.1713245958133224,0.15570655458668706,0.11824548326072049,0.2384184856164824,-0.5687699971481937,0.8654453392569005,-0.13455466074309952,0.8855401448742753,0.8704514025922291,1.0583747144215514
