object_id,class,auxiliary_band,target_band,effective_aux_support_object,delta_nlpd_object,delta_sharp_object,delta_std_error_object,delta_squared_error_object,rmse_mogp_object,rmse_model_d_object,delta_rmse_object,n_test_points
21846282,SNIa,r,i,3.0,1.4465416450448743e-06,1.981253217973672e-06,-5.347115730247598e-07,0.0004253339945364587,4.298293765859886,4.298343242648788,4.94767889023251e-05,5
114421739,AGN,r,i,2.6,0.07781521743150144,0.010002663689592208,0.06781255374190924,11.299086851965175,9.13831514764366,9.736934352742589,0.5986192050989292,5
30652072,SNII,r,i,3.4,0.03537242058256247,0.026466552442187825,0.0089058681403747,1.0543537188210852,4.055186721612395,4.183167826655126,0.12798110504273108,5
107732897,TDE,r,i,3.0,0.27251222516936674,0.10727167624819647,0.16524054892117024,218526.67278480117,183.05757989050363,502.03261880097915,318.9750389104755,5
121186562,AGN,r,i,3.8,-0.07417250943883617,0.14729480781739793,-0.2214673172562341,-520.4461399532618,26.097187722395596,12.67347888563727,-13.423708836758326,5
10905347,SNII,r,i,3.8,0.062725322775424,0.035508403951795706,0.02721691882362843,3.8317790630000053,7.041808159411127,7.308819413349131,0.26701125393800407,5
16775731,SNIa,r,i,3.6,0.2900410833745357,0.28223915557174584,0.007801927802789909,-0.2393958371084132,2.935750455930236,2.894690812917016,-0.04105964301321974,5
31971611,SNII,r,i,4.0,0.21199846030075387,0.22205443235545747,-0.010055972054703483,-12.6826994071457,8.612733943621453,7.841969559776642,-0.7707643838448117,5
50875482,SNIbc,r,i,2.8,0.23898541076232444,0.09549161565868805,0.14349379510363655,20.96337260662914,6.881925766431914,8.265849917661741,1.3839241512298273,5
52437992,AGN,r,i,4.0,0.559722908072659,0.27385240965266455,0.28587049841999423,43.192876586061324,4.778159155113716,8.125495769345914,3.347336614232198,5
100164081,SLSN-I,r,i,3.0,0.17763319796283197,0.1637779599951928,0.01385523796763953,12.333685929103126,4.1883523625937515,5.465892556787756,1.277540194194004,5
6777396,AGN,r,i,3.8,0.23420313793827302,0.09257883513530732,0.14162430280296576,31.390565714187915,6.234351031350286,8.381986548324107,2.1476355169738213,5
56002762,SNII,r,i,3.8,-0.07208431540261762,-0.0455637691175214,-0.026520546285095918,-128.80407441728403,16.110754522985406,11.434698810314623,-4.676055712670783,5
93866109,SNIbc,r,i,3.6,-0.0892118225943543,-0.08900548163809627,-0.00020634095625821444,1.3662838090705165,9.59326737993095,9.664215582856052,0.07094820292510207,5
31725628,SNII,r,i,4.4,0.00627527296374808,0.03210614772268855,-0.025830874758940407,-0.8337664555937432,4.662300260948044,4.5720101998620315,-0.09029006108601223,5
41660164,SNIbc,r,i,4.25,0.05146197944704778,0.1295904949073189,-0.07812851546027101,-75.49041165592764,12.404802262070094,8.853739746860175,-3.551062515209919,4
43441391,TDE,r,i,4.0,0.18002413353707247,0.3435715262355126,-0.16354739269844015,2.319664309249455,7.115112682717999,7.276296640257597,0.16118395753959724,5
46741316,SNIa,r,i,3.6,0.46384521035115045,0.008510808105894567,0.4553344022452562,62.38585985307709,13.9977990814857,16.072468353638744,2.0746692721530433,5
56383332,SNIax,r,i,2.6,0.12526642074658295,0.07806652446007287,0.04719989628651004,2.7607826865412273,3.5106022312179017,3.8839555497422134,0.37335331852431164,5
26794348,SNII,r,i,4.4,0.1062056102997067,0.05746066360147086,0.04874494669823557,-2.0755588594784156,7.630249093233919,7.49300623016681,-0.13724286306710898,5
97960909,SNIa,r,i,3.0,0.031311869098747204,-0.03344620422186114,0.06475807332060822,12.023413610178295,2.2326102580010434,4.124071068047904,1.8914608100468606,6
114809828,SNII,r,i,2.6,0.04589576561825366,0.04655749633955779,-0.0006617307213040033,1.984107626428979,3.94966663488839,4.193324952013564,0.2436583171251736,5
9858227,M-dwarf,r,i,2.8,0.07986245902103954,0.008131020116405388,0.07173143890463436,17.612807957737722,16.827184382010635,17.342633657663427,0.5154492756527915,5
19370388,SNII,r,i,4.0,0.03726141464400342,0.019416594057146738,0.017844820586856575,3.2797393787794884,5.694050430965766,5.975110851621158,0.2810604206553924,6
39985847,SNIa,r,i,3.2,0.49380036239538977,0.42785710139410965,0.06594326100127963,152.3912142457998,5.743707800406297,13.61548359560717,7.871775795200873,5
76782555,TDE,r,i,3.5,0.05452259709325916,0.11172800207478818,-0.057205404981528984,3.221724306942883,5.456128709473294,5.743784884662865,0.28765617518957143,6
92321294,SNIa,r,i,3.2,-0.0004571094963965017,0.01269898264817897,-0.01315609214457542,-0.6534253784405741,2.541866624019893,2.4099088272932057,-0.13195779672668717,5
94621519,SNII,r,i,3.2,-0.052105533008442874,0.015894745568071123,-0.06800027857651406,-20.68278891306169,9.706234634288855,8.574858708037517,-1.1313759262513372,5
106260667,TDE,r,i,3.4,0.13053502909864562,-0.00208149802115611,0.13261652711980204,15.69683584486072,4.141084450694458,5.731092066320706,1.5900076156262477,5
3219576,SNIbc,r,i,4.2,0.09110154236231942,0.12331528003415482,-0.03221373767183523,-3.10087188397964,3.6932007436355287,3.246361016401346,-0.44683972723418286,5
26109323,SNIbc,r,i,3.8333333333333335,0.1236372005183451,0.1310208893018255,-0.007383688783480817,52.39671399171968,10.41184103729227,12.680818103638385,2.2689770663461157,6
50150449,SNIbc,r,i,3.8,0.03936350833297464,0.1434509859125319,-0.10408747757955703,2.405682729582046,5.260258582909291,5.484159287315869,0.22390070440657794,5
74893050,TDE,r,i,3.4,0.37813901477859063,0.43460004608785807,-0.05646103130926765,-1888.1938304843284,45.09492932007111,12.056484558024396,-33.038444762046716,5
79883325,SNIa,r,i,3.8,0.03534642872207341,0.03398311235769197,0.0013633163643812674,2.1751555176935335,3.29542016768526,3.6103946597678593,0.3149744920825994,5
111941650,SNII,r,i,2.2,-0.009838388138053222,0.0006303726658194303,-0.01046876080387262,-0.1796359828386072,5.241998915798474,5.224836519011267,-0.017162396787207435,5
7358574,SNIa,r,i,3.4,-0.006622388670215695,0.08996476972508902,-0.09658715839530488,-9.650601199638265,5.162697892430636,4.123451021761925,-1.0392468706687108,5
24400626,SNIa,r,i,2.8,-1.936860458591034,0.229810197777432,-2.1666706563684652,1096.090242730823,218.73451224208426,221.22585085950814,2.491338617423878,5
36008055,SNII,r,i,3.2,0.5137288316370164,0.6065193150514091,-0.0927904834143928,1540.8786352829877,14.604323725952701,41.88275190069789,27.278428174745187,5
59907038,SNII,r,i,2.6,0.17175269317591138,0.18638252562394694,-0.014629832448035517,1.087752915450618,3.361188500002256,3.519281325497869,0.1580928254956131,5
4288146,SNIa,r,i,5.0,0.6403753908550399,0.6681773310847265,-0.027801940229686496,8.341729396429544,3.5657555360435893,4.58871898673857,1.0229634506949807,5
4831627,SNIa,r,i,4.5,0.632778333036874,0.6922098711463347,-0.059431538109460946,-1.4352533709099136,3.868943275358199,3.678786307606018,-0.19015696775218105,6
26385586,TDE,r,i,3.3333333333333335,0.5042343263215207,0.5777379978899116,-0.07350367156839151,-5.955005820284533,7.503586795817085,7.095689464884718,-0.407897330932367,6
54013347,SNII,r,i,3.5,0.3907755352687536,0.344384213393278,0.046391321875475566,19.087491441760122,7.094359249028705,8.33171198470274,1.2373527356740341,6
56927863,SNII,r,i,4.0,0.26907994967427146,0.018844759239208697,0.2502351904350634,106.43808353805707,17.798024932986387,20.572014365473844,2.7739894324874577,6
118689867,M-dwarf,r,i,3.8,-0.012707149700148523,0.0009809864479572324,-0.01368813614810574,-1.1757649257595164,9.354604476335531,9.291547771115276,-0.06305670522025508,5
25842167,SNIa,r,i,5.2,0.339849330785449,0.7310318807641932,-0.391182549978744,3.23198495849296,12.78781785955254,12.913569241986657,0.12575138243411743,5
31730775,TDE,r,i,5.2,0.09704756067243947,0.10348740929268604,-0.006439848620246389,5.061300119856005,3.7613774952981,4.382837069980016,0.621459574681916,5
85439795,M-dwarf,r,i,3.4,-9.13616486590878,0.5045345853477772,-9.640699451256559,1475.9768589853552,94.62926778233899,102.13067697810965,7.501409195770663,5
95373927,SNII,r,i,4.2,-0.07340618267154948,0.06542720732029854,-0.13883338999184805,-4.844350973325676,5.496837864665693,5.036951015951695,-0.45988684871399776,5
130375489,SNIa,r,i,4.4,0.15701608332842776,0.04432883448408917,0.11268724884433863,7.2039858100471985,3.7681567998607717,4.626336723411319,0.858179923550547,5
22540174,TDE,r,i,2.2,-0.02138864757642329,0.03407874204462817,-0.0554673896210516,-8.089522271911711,5.63094976939722,4.859842902148473,-0.7711068672487471,5
100826219,TDE,r,i,3.8333333333333335,0.09607968980864297,0.11502219967476053,-0.018942509866117497,158.06134576730625,23.031449477697453,26.23945523083581,3.2080057531383552,6
105385367,KN,r,i,4.166666666666667,0.049003282904514466,0.01410195567996938,0.0349013272245454,1.9524192681291883,4.073209883301216,4.306211562563072,0.23300167926185633,6
15406344,SNII,r,i,4.8,0.2827391872142459,0.0010673730083005373,0.28167181420594545,34.8595921604915,7.083446174488418,9.221431660396672,2.1379854859082537,5
61099873,TDE,r,i,2.6,0.09628487969135362,0.26233267643380714,-0.16604779674245398,3.2363728556514695,6.2263543089038205,6.4810385615005135,0.25468425259669303,5
106619084,SNIa,r,i,3.4,0.29412157312187137,0.31357451832464855,-0.01945294520277697,20.328503276709515,3.6606485964343127,5.807654554403698,2.1470059579693856,5
38941537,SNIa-91bg,r,i,3.6666666666666665,0.0023803766694541206,0.0010682200120934642,0.0013121566573605463,0.36494231959978213,4.749480803243932,4.787745839117027,0.03826503587309471,6
60299807,TDE,r,i,4.4,0.06774320321350942,0.0763542688123353,-0.008611065598825856,-0.09639238773629621,2.1820295755780226,2.1598288545532744,-0.022200721024748127,5
105699563,SNIa,r,i,4.0,-0.02620453676711838,0.6623110506228594,-0.6885155873899778,-162.9437240141256,18.66335532226377,13.615326212432286,-5.048029109831482,5
7779381,SNIbc,r,i,3.1666666666666665,0.13582933049538207,0.11853012557768657,0.01729920491769564,11.102774998463621,6.4215071634355,7.234537251857721,0.813030088422221,6
14569980,SNIa-91bg,r,i,3.0,-8.393716299792686e-08,8.015182485929912e-08,-1.6408898760426633e-07,0.0023548754809508132,4.710609863508135,4.710859811293591,0.0002499477854556176,5
26677569,SNII,r,i,4.166666666666667,-0.15494870183859452,-0.12668489820941212,-0.028263803629182117,-14.90201559222583,5.678241273916256,4.164181596974402,-1.5140596769418542,6
76485976,SNIax,r,i,4.333333333333333,0.3647240845303643,0.5231149231971628,-0.1583908386667987,-15.352334817908135,6.133424759001402,4.718746068228642,-1.4146786907727602,6
84724459,SNIbc,r,i,3.8,-0.032967647878960095,0.055111055304557455,-0.08807870318351743,-3.1352963172977844,10.257252885160511,10.10326385050078,-0.15398903465973213,5
78480403,SNIa,r,i,3.6,0.11245085784610867,0.20377228321755964,-0.09132142537145098,4.980342024449103,6.294152732992715,6.67807611896486,0.38392338597214515,5
92798777,AGN,r,i,3.6,0.21475887192223375,0.1966844148315116,0.018074457090721974,962.0789538537825,15.659852598236872,34.7463658135968,19.08651321535993,5
107165985,SNIa,r,i,3.5,0.16333779377445712,0.31627673475742707,-0.15293894098297015,-7.587319259833442,7.3545398381446,6.8192328726200975,-0.5353069655245024,6
4532322,SNIa,r,i,3.6666666666666665,0.04264908120259451,0.009538226526245114,0.0331108546763495,18.42824159382447,8.003896098445365,9.082433283461729,1.0785371850163639,6
30398950,SNIbc,r,i,3.8,0.3084386082711223,0.3142947680778191,-0.005856159806696819,-300.4102973293541,53.0429869714585,50.13130927399525,-2.9116776974632472,5
115190109,AGN,r,i,3.4,0.030816836829709437,0.0890685553132289,-0.05825171848351944,-12.06776090457507,8.052683363678408,7.264843319101104,-0.7878400445773046,5
33037345,SNIa,r,i,4.166666666666667,0.5852223513705054,-0.04312153803984988,0.6283438894103553,108.3020517972751,4.88966575059273,11.49829913290634,6.608633382313609,6
43128900,TDE,r,i,4.666666666666667,0.06944336607083897,0.004635600854396808,0.06480776521644192,4.291409808859514,5.567308914122012,5.940230496716597,0.37292158259458574,6
64432366,SNIa,r,i,4.666666666666667,0.0024164284612990064,0.0026232472248074387,-0.0002068187635085178,0.16579981083357623,5.9478909236830315,5.9618123293898275,0.013921405706796008,6
85083186,TDE,r,i,3.6666666666666665,0.056231696028883116,0.07390794251769446,-0.017676246488811432,1.0088861958716746,6.152079822134134,6.233536101907299,0.08145627977316483,6
108913976,SNIa,r,i,5.2,0.6629991844020566,0.7868055670271629,-0.1238063826251062,-19.48381507935815,5.7293862453913675,3.652677328963187,-2.0767089164281805,5
109187160,SNIa,r,i,3.4,-0.07043020208738068,0.16591391200811195,-0.2363441140954928,-3.0126559210912367,9.873605104702575,9.719846801391341,-0.15375830331123375,5
110721898,SNII,r,i,3.4,0.3227655050635179,0.3788412928304646,-0.05607578776694657,19.42545893404129,7.112873925499944,8.367701859775972,1.2548279342760278,5
22254809,SLSN-I,r,i,4.6,0.07396725565140186,0.14262959201002956,-0.06866233635862783,14.34170747504972,8.736753939636404,9.522214914440966,0.7854609748045611,5
33266451,SNII,r,i,3.5,0.052623353313480226,0.10920039664007912,-0.05657704332659908,34.80314430695794,9.057306643792979,10.809160371955556,1.751853728162578,4
103854959,TDE,r,i,2.25,0.33139170783839367,0.3343623621669482,-0.0029706543285543553,3.169940885393844,2.729460815771148,3.258818379447364,0.529357563676216,4
125554681,KN,r,i,4.0,1.5280687112095847e-06,-6.5298343729689865e-06,8.057903084129902e-06,0.0006160109045108442,6.554302099352002,6.554349092051367,4.699269936470074e-05,5
